id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,rating,genre,rating_category
tt0451279,5,5,5,4,4,3,3,5,5,5,2,3,2,2,4,4,4,2,2,1,1,2,3,3,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.3,"['Action', 'Adventure', 'Fantasy']",High
tt0455944,5,5,5,4,4,3,3,5,5,4,2,2,2,2,3,4,3,2,2,2,1,2,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7.3,"['Action', 'Crime', 'Thriller']",High
tt0478970,5,5,5,4,4,3,4,5,5,4,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7.2,"['Action', 'Comedy', 'Sci-Fi']",High
tt0490215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,5,5,5,5,4,3,3,4,5,5,5,3,3,3,3,3,4,3,2,1,1,1,1,1,2,1,1,1,1,7.2,"['Drama', 'History']",High
tt0493405,5,5,5,4,4,3,4,5,5,4,3,3,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.0,"['Action', 'Comedy', 'Crime']",Medium
tt0783640,5,5,5,4,5,4,4,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.8,"['Drama', 'War']",Medium High
tt0787474,5,5,5,2,2,2,3,5,5,5,2,2,2,2,4,5,4,3,2,2,2,2,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,6.8,"['Animation', 'Adventure', 'Comedy']",Medium High
tt0790636,1,1,1,1,1,1,1,4,4,3,2,2,2,3,5,5,3,1,1,1,1,5,5,5,1,0,0,1,4,5,4,2,0,0,1,3,5,5,4,2,2,1,2,3,5,5,3,2,2,2,7.9,"['Biography', 'Drama']",High
tt0810819,1,1,1,0,0,0,0,3,3,3,3,3,3,3,4,4,3,2,2,2,2,4,5,4,3,2,2,1,5,5,5,3,0,0,0,1,5,5,3,0,0,1,2,4,5,5,3,1,2,2,7.1,"['Biography', 'Drama']",High
tt0816442,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,4,3,2,3,5,4,5,5,2,0,0,0,0,4,5,5,4,1,1,1,2,4,5,4,2,2,2,2,3,4,4,3,3,3,3,7.5,"['Drama', 'War']",High
tt0816692,1,3,5,5,5,4,4,2,3,5,5,4,2,2,2,2,3,4,3,2,2,2,2,3,4,3,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,8.7,"['Adventure', 'Drama', 'Sci-Fi']",High
tt0831387,5,5,5,4,3,3,3,4,5,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.4,"['Action', 'Adventure', 'Sci-Fi']",Medium
tt0837563,5,5,5,3,4,3,3,5,5,4,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.7,"['Horror', 'Mystery', 'Thriller']",Medium
tt0859635,5,5,5,3,3,3,3,4,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,6.0,"['Comedy', 'Crime', 'Mystery']",Medium
tt0864835,5,5,5,3,3,3,3,5,5,5,2,2,2,2,3,5,4,2,2,2,2,2,3,4,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.8,"['Animation', 'Adventure', 'Comedy']",Medium High
tt0870154,5,5,5,4,4,3,3,5,5,4,2,3,2,2,3,4,3,2,2,1,1,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,6.6,"['Action', 'Adventure', 'Comedy']",Medium High
tt0884726,5,5,5,3,3,3,3,5,5,5,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.9,"['Animation', 'Adventure', 'Family']",Medium Low
tt0884732,5,5,5,5,3,2,3,5,5,4,2,2,2,2,4,4,2,2,2,1,1,2,3,3,2,1,1,1,1,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6.6,"['Comedy', 'Romance']",Medium High
tt0903657,5,5,5,2,2,2,2,5,5,3,0,0,0,1,5,5,4,0,0,0,0,3,5,5,2,1,0,1,2,4,4,3,1,1,1,2,3,3,3,2,2,2,2,2,3,3,2,2,2,2,7.4,"['Biography', 'Drama', 'Music']",High
tt0918940,5,5,5,5,5,4,4,5,5,5,3,3,2,2,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.2,"['Action', 'Adventure', 'Drama']",Medium
tt0974015,5,5,5,4,4,4,4,5,5,4,2,2,2,2,3,3,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.0,"['Action', 'Adventure', 'Fantasy']",Medium
tt0993846,5,5,5,5,5,4,4,5,4,5,5,4,2,2,2,2,3,4,3,1,1,1,1,2,3,3,2,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,8.2,"['Biography', 'Comedy', 'Crime']",High
tt10011448,1,1,1,0,0,0,2,5,5,3,0,0,0,0,4,5,4,1,2,2,2,4,5,5,2,1,1,1,3,4,5,3,1,1,2,2,4,4,4,2,2,2,2,3,4,4,3,2,2,2,8.0,"['Documentary', 'Biography', 'Music']",High
tt10016180,5,5,5,2,2,2,3,5,5,2,2,2,1,2,3,5,5,2,1,1,1,2,3,3,2,1,1,1,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,6.3,"['Crime', 'Drama', 'Mystery']",Medium
tt10039344,5,5,5,3,3,3,4,5,5,5,3,3,2,2,4,4,3,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.4,"['Horror', 'Thriller']",Medium Low
tt10059518,5,5,5,2,2,2,3,5,5,4,1,1,1,2,4,5,4,3,1,1,1,2,4,4,2,1,1,1,2,3,3,2,1,1,1,1,2,3,2,1,1,1,1,1,2,2,1,1,1,1,6.0,"['Action', 'Thriller']",Medium
tt10098448,5,5,5,3,4,3,4,5,5,5,3,3,2,2,3,4,3,2,2,2,2,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.1,"['Biography', 'Drama', 'History']",High
tt10160976,5,5,5,3,4,3,3,5,5,4,2,2,2,2,3,4,3,2,2,2,1,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5.6,"['Horror', 'Mystery', 'Thriller']",Medium
tt10195452,5,5,4,2,1,1,3,5,5,2,0,0,0,1,4,5,3,1,1,1,2,4,5,3,1,1,1,2,3,4,5,4,0,0,0,1,3,4,4,2,2,1,2,2,4,4,2,1,1,1,7.0,"['Drama', 'Thriller']",Medium High
tt1020072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,3,3,3,3,4,5,5,5,5,2,2,3,4,5,4,2,1,1,2,2,3,2,1,1,1,1,1,2,2,1,1,1,7.5,"['Biography', 'Drama', 'History']",High
tt1025100,5,5,5,5,4,3,3,5,5,4,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.7,"['Action', 'Sci-Fi', 'Thriller']",Medium
tt1029360,5,5,5,5,4,3,3,5,5,4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.9,"['Horror', 'Thriller']",Medium Low
tt10298810,5,5,5,5,4,4,4,4,5,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.1,"['Animation', 'Action', 'Adventure']",Medium
tt10298840,5,5,5,5,5,2,2,2,2,4,5,4,2,2,2,2,3,4,3,2,1,1,1,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.7,"['Animation', 'Action', 'Adventure']",Medium
tt10314450,5,5,5,2,2,2,4,5,5,1,0,0,0,1,4,4,2,2,2,2,2,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,6.1,"['Action', 'Crime', 'Drama']",Medium
tt10327252,5,5,5,5,4,4,4,5,5,5,3,3,3,3,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.4,"['Action', 'Crime', 'Horror']",Medium Low
tt10341196,5,5,5,5,4,3,3,4,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.7,"['Drama', 'Family']",Medium High
tt10342730,5,5,5,3,3,3,3,5,5,5,3,3,2,2,3,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.2,"['Horror', 'Mystery', 'Thriller']",Medium Low
tt10362466,5,5,5,3,3,3,3,4,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.1,"['Drama', 'Romance']",Medium Low
tt10366206,5,5,5,4,4,3,3,4,5,4,2,2,2,2,3,3,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7.6,"['Action', 'Crime', 'Thriller']",High
tt10370710,2,2,1,0,1,0,1,5,5,2,1,1,1,2,5,5,4,1,0,0,0,3,5,5,2,1,1,1,2,4,5,4,2,2,2,3,4,5,4,1,1,2,2,3,4,4,3,2,2,2,7.7,"['Comedy', 'Drama', 'Romance']",High
tt10403420,4,3,4,2,1,0,0,3,5,5,4,2,1,1,1,5,5,2,0,0,0,1,5,5,5,3,0,0,0,1,5,5,4,1,1,1,1,3,4,4,3,3,2,2,3,3,3,3,2,2,6.1,['Horror'],Medium
tt1043726,5,5,5,3,3,3,3,4,5,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.3,"['Action', 'Adventure', 'Fantasy']",Medium Low
tt10473036,5,5,5,2,3,2,3,5,5,4,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,6.2,"['Animation', 'Adventure', 'Comedy']",Medium
tt10515926,5,5,5,3,3,3,4,5,5,5,2,2,2,3,4,5,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6.1,"['Comedy', 'Drama']",Medium
tt1051904,5,5,5,2,2,2,3,5,5,5,2,2,2,2,4,4,4,2,2,1,1,2,4,4,2,1,2,2,1,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6.3,"['Adventure', 'Comedy', 'Fantasy']",Medium
tt10545296,5,5,5,4,4,5,5,5,5,4,2,2,2,2,3,4,3,1,2,1,1,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.7,"['Action', 'Adventure', 'Drama']",Medium High
tt10633456,4,5,4,1,1,1,2,4,5,3,1,1,1,3,4,5,3,1,1,1,3,4,5,4,2,0,1,1,3,4,5,3,1,1,1,2,5,5,4,0,0,0,0,3,5,5,2,0,0,0,7.4,['Drama'],High
tt10638522,5,5,5,4,4,3,4,5,5,5,3,3,3,3,4,5,4,2,2,2,2,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,7.1,"['Horror', 'Thriller']",High
tt10648342,5,5,5,4,4,3,3,4,5,4,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6.2,"['Action', 'Adventure', 'Comedy']",Medium
tt10655524,5,5,5,4,5,4,4,5,5,4,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.4,"['Drama', 'Romance']",Medium
tt10661180,5,5,5,4,4,4,4,5,5,5,3,4,3,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.8,"['Comedy', 'Drama']",Medium
tt10665338,5,5,5,3,3,3,3,4,5,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,"['Action', 'Drama', 'Horror']",Medium Low
tt10676048,5,5,5,3,3,3,3,3,4,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5.5,"['Action', 'Adventure', 'Fantasy']",Medium Low
tt10720352,5,5,5,3,4,3,3,5,5,4,3,3,3,3,4,4,3,2,2,2,2,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.0,"['Adventure', 'Drama', 'Sport']",Medium High
tt1072748,5,5,5,3,4,3,3,5,5,4,2,3,4,2,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,"['Biography', 'Fantasy', 'Horror']",Medium Low
tt10731256,5,5,5,4,4,3,3,5,5,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.3,"['Drama', 'Mystery', 'Thriller']",Medium
tt1082807,5,5,5,4,5,4,4,5,5,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.2,"['Horror', 'Thriller']",Medium
tt1083452,5,5,5,3,4,3,3,5,5,4,2,3,2,2,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.3,"['Adventure', 'Biography', 'Comedy']",High
tt10838180,5,5,5,5,5,4,4,4,4,3,4,3,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.6,"['Action', 'Sci-Fi']",Medium
tt10855768,5,5,5,3,3,2,3,5,5,4,2,2,2,2,4,5,3,1,2,1,1,2,4,3,2,2,2,1,1,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7.1,"['Drama', 'Mystery', 'Thriller']",High
tt1086064,5,5,5,3,3,3,4,5,5,5,3,2,2,2,3,4,2,2,2,2,2,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.9,"['Adventure', 'Comedy', 'Music']",Medium
tt1086772,5,5,5,5,3,3,3,5,5,4,2,2,2,2,3,4,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,"['Comedy', 'Romance']",Medium
tt10872600,5,5,5,4,4,3,3,3,4,4,3,2,2,1,1,2,2,1,1,1,2,2,3,3,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,8.2,"['Action', 'Adventure', 'Fantasy']",High
tt1091191,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,5,5,2,0,0,0,0,4,5,5,3,1,0,1,3,4,5,4,2,2,2,2,4,4,3,2,2,2,2,3,4,4,3,2,7.5,"['Action', 'Biography', 'Drama']",High
tt10919380,5,5,5,3,3,2,3,4,5,3,2,2,2,3,3,4,3,2,2,2,2,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,6.3,"['Comedy', 'Horror', 'Thriller']",Medium
tt10944596,5,5,5,3,4,3,3,5,5,4,2,3,2,3,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.7,"['Comedy', 'Drama', 'Music']",Medium High
tt10954600,5,5,5,5,3,2,3,4,5,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,6.0,"['Action', 'Adventure', 'Comedy']",Medium
tt10954652,5,5,5,4,4,4,4,5,5,4,3,3,2,2,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.8,"['Drama', 'Horror', 'Mystery']",Medium
tt10954984,5,5,5,4,4,4,4,5,5,4,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.8,"['Horror', 'Mystery', 'Sci-Fi']",Medium High
tt11003218,5,5,5,4,4,4,4,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.9,"['Drama', 'Mystery']",Medium High
tt11020728,5,5,5,4,4,4,4,5,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.2,"['Comedy', 'Romance']",Medium
tt11032374,5,5,5,4,4,3,3,4,5,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,8.2,"['Animation', 'Action', 'Adventure']",High
tt11057302,5,5,5,5,5,5,4,3,3,4,5,4,2,2,2,2,3,3,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,"['Action', 'Adventure', 'Sci-Fi']",Low
tt11083552,5,5,5,3,3,3,3,5,5,4,2,2,2,2,4,5,4,2,2,2,1,2,3,4,3,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.1,"['Action', 'Crime', 'Thriller']",High
tt11084896,5,5,5,4,4,4,4,5,5,4,2,3,2,2,3,4,3,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,"['Animation', 'Adventure', 'Comedy']",Medium Low
tt1109624,5,5,5,5,2,1,2,5,5,5,2,1,1,2,4,5,3,1,1,1,1,2,3,3,2,1,1,1,1,2,3,2,3,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,7.3,"['Adventure', 'Comedy', 'Family']",High
tt11125620,5,5,5,2,2,2,3,5,5,5,3,2,2,2,4,5,4,2,1,1,1,2,3,3,2,1,1,1,2,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5.4,"['Animation', 'Adventure', 'Comedy']",Medium Low
tt11128440,5,5,5,3,3,3,4,1,2,3,2,3,1,1,4,3,3,1,3,3,1,0,0,0,0,2,3,2,2,2,4,4,3,1,1,3,1,3,3,1,2,1,1,3,2,2,1,1,3,2,6.2,"['Comedy', 'Drama']",Medium
tt11138512,5,5,5,4,4,3,3,5,5,5,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.0,"['Action', 'Adventure', 'Drama']",Medium High
tt11145118,5,5,5,3,3,3,3,5,5,4,3,3,2,2,3,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.7,"['Action', 'Drama', 'Sport']",Medium High
tt11152168,5,5,5,2,2,1,2,5,5,5,3,0,0,0,2,4,3,2,2,1,1,2,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.4,"['Animation', 'Comedy', 'Drama']",Medium
tt11169050,5,5,5,3,3,3,4,5,5,4,2,3,3,2,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.9,"['Drama', 'Romance']",Medium High
tt11214590,5,5,5,5,5,3,3,3,3,5,5,4,2,2,2,2,3,4,3,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.6,"['Biography', 'Crime', 'Drama']",Medium High
tt11229780,5,5,5,4,4,3,4,5,5,4,3,2,2,2,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.6,"['Action', 'Thriller']",Medium
tt11245972,5,5,5,4,3,2,3,5,5,4,2,2,2,2,3,4,3,2,2,1,1,2,3,3,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,6.3,"['Horror', 'Mystery', 'Thriller']",Medium
tt11252248,5,5,5,4,3,2,3,5,5,5,2,2,1,2,3,5,3,1,1,1,1,2,4,4,2,1,2,1,2,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6.5,"['Comedy', 'Drama']",Medium
tt1126590,5,5,5,5,4,5,5,5,5,5,4,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.0,"['Biography', 'Crime', 'Drama']",Medium High
tt11271038,2,2,1,1,1,1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,0,0,0,0,1,4,3,2,2,2,2,4,5,5,3,1,2,2,7.1,"['Comedy', 'Drama', 'Romance']",High
tt11285280,5,5,5,3,4,3,4,5,5,5,3,3,2,2,3,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.4,"['Comedy', 'Drama']",Medium
tt11304740,5,5,5,5,5,2,2,2,2,3,5,4,2,2,1,2,3,4,3,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,5.6,"['Animation', 'Adventure', 'Comedy']",Medium
tt11349958,5,5,5,5,5,3,2,2,5,5,4,1,0,0,0,1,3,4,2,2,3,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,6.2,['Comedy'],Medium
tt1137450,5,5,5,4,4,3,3,5,5,4,3,3,2,2,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.3,"['Action', 'Crime', 'Drama']",Medium
tt11389872,5,5,5,3,4,3,3,5,5,4,2,2,2,2,3,3,3,3,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,6.9,"['Action', 'Adventure', 'Drama']",Medium High
